sent_id,play,text,is_messenger_speech,line,p_narrative,pred_narrative
tlg0019.tlg004.perseus-grc2:47,tlg0019.tlg004.perseus-grc2,οἴμοι δείλαιος,False,40.5,0.00046957406448200345,False
tlg0019.tlg004.perseus-grc2:48,tlg0019.tlg004.perseus-grc2,τὸν δῆμον ἡμῶν βούλεται διιστάναι,False,40.5,0.0004153901827521622,False
tlg0019.tlg004.perseus-grc2:49,tlg0019.tlg004.perseus-grc2,ἐδόκει δέ μοι Θέωρος αὐτῆς πλησίον,False,43.5,0.0004293348756618798,False
tlg0019.tlg004.perseus-grc2:50,tlg0019.tlg004.perseus-grc2,χαμαὶ καθῆσθαι τὴν κεφαλὴν κόρακος ἔχων,False,43.5,0.09831710159778595,False
tlg0019.tlg004.perseus-grc2:51,tlg0019.tlg004.perseus-grc2,εἶτʼ Ἀλκιβιάδης εἶπε πρός με τραυλίσας,False,43.5,0.002739524934440851,False
tlg0019.tlg004.perseus-grc2:52,tlg0019.tlg004.perseus-grc2,ὁλᾷς,False,43.5,0.0013664242578670382,False
tlg0019.tlg004.perseus-grc2:53,tlg0019.tlg004.perseus-grc2,Θέωλος τὴν κεφαλὴν κόλακος ἔχει,False,43.5,0.0028228044975548983,False
tlg0019.tlg004.perseus-grc2:54,tlg0019.tlg004.perseus-grc2,ὀρθῶς γε τοῦτʼ Ἀλκιβιάδης ἐτραύλισεν,False,46.0,0.9364291429519653,True
tlg0019.tlg004.perseus-grc2:55,tlg0019.tlg004.perseus-grc2,οὔκουν ἐκεῖνʼ ἀλλόκοτον ὁ Θέωρος κόραξ,False,47.5,0.02242041938006878,False
tlg0019.tlg004.perseus-grc2:56,tlg0019.tlg004.perseus-grc2,γιγνόμενος,False,47.5,0.0004987130523659289,False
tlg0019.tlg004.perseus-grc2:57,tlg0019.tlg004.perseus-grc2,ἥκιστʼ ἀλλʼ ἄριστον,False,48.0,0.05912797152996063,False
tlg0019.tlg004.perseus-grc2:58,tlg0019.tlg004.perseus-grc2,πῶς,False,48.0,0.00043874801485799253,False
tlg0019.tlg004.perseus-grc2:59,tlg0019.tlg004.perseus-grc2,ὅπως,False,49.5,0.00045387132558971643,False
tlg0019.tlg004.perseus-grc2:60,tlg0019.tlg004.perseus-grc2,ἄνθρωπος ὢν εἶτʼ ἐγένετʼ ἐξαίφνης κόραξ,False,49.5,0.013894150033593178,False
tlg0019.tlg004.perseus-grc2:61,tlg0019.tlg004.perseus-grc2,οὔκουν ἐναργὲς τοῦτο συμβαλεῖν ὅτι,False,49.5,0.0004913703887723386,False
tlg0019.tlg004.perseus-grc2:62,tlg0019.tlg004.perseus-grc2,ἀρθεὶς ἀφʼ ἡμῶν ἐς κόρακας οἰχήσεται,False,49.5,0.0004150831955485046,False
tlg0019.tlg004.perseus-grc2:63,tlg0019.tlg004.perseus-grc2,εἶτʼ οὐκ ἐγὼ δοὺς δύʼ ὀβολὼ μισθώσομαι,False,52.5,0.0004908863338641822,False
tlg0019.tlg004.perseus-grc2:64,tlg0019.tlg004.perseus-grc2,οὕτως ὑποκρινόμενον σοφῶς ὀνείρατα,False,52.5,0.0018505217740312219,False
tlg0019.tlg004.perseus-grc2:65,tlg0019.tlg004.perseus-grc2,φέρε νυν κατείπω τοῖς θεαταῖς τὸν λόγον,False,64.5,0.0004321528831496835,False
tlg0019.tlg004.perseus-grc2:66,tlg0019.tlg004.perseus-grc2,ὀλίγʼ ἄτθʼ ὑπειπὼν πρῶτον αὐτοῖσιν ταδί,False,64.5,0.13560175895690918,False
tlg0019.tlg004.perseus-grc2:67,tlg0019.tlg004.perseus-grc2,μηδὲν παρʼ ἡμῶν προσδοκᾶν λίαν μέγα,False,64.5,0.00047837907914072275,False
tlg0019.tlg004.perseus-grc2:68,tlg0019.tlg004.perseus-grc2,μηδʼ αὖ γέλωτα Μεγαρόθεν κεκλεμμένον,False,64.5,0.8885725140571594,True
tlg0019.tlg004.perseus-grc2:69,tlg0019.tlg004.perseus-grc2,ἡμῖν γὰρ οὐκ ἔστʼ οὔτε κάρυʼ ἐκ φορμίδος,False,64.5,0.00044458897900767624,False
tlg0019.tlg004.perseus-grc2:70,tlg0019.tlg004.perseus-grc2,δούλω διαρριπτοῦντε τοῖς θεωμένοις,False,64.5,0.02960895374417305,False
tlg0019.tlg004.perseus-grc2:71,tlg0019.tlg004.perseus-grc2,οὔθʼ Ἡρακλῆς τὸ δεῖπνον ἐξαπατώμενος,False,64.5,0.043979376554489136,False
tlg0019.tlg004.perseus-grc2:72,tlg0019.tlg004.perseus-grc2,οὐδʼ αὖθις ἀνασελγαινόμενος Εὐριπίδης,False,64.5,0.04092424362897873,False
tlg0019.tlg004.perseus-grc2:73,tlg0019.tlg004.perseus-grc2,οὐδʼ εἰ Κλέων γʼ ἔλαμψε τῆς τύχης χάριν,False,64.5,0.34361764788627625,False
tlg0019.tlg004.perseus-grc2:74,tlg0019.tlg004.perseus-grc2,αὖθις τὸν αὐτὸν ἄνδρα μυττωτεύσομεν,False,64.5,0.000405942730139941,False
tlg0019.tlg004.perseus-grc2:75,tlg0019.tlg004.perseus-grc2,ἀλλʼ ἔστιν ἡμῖν λογίδιον γνώμην ἔχον,False,64.5,0.000463764532469213,False
tlg0019.tlg004.perseus-grc2:76,tlg0019.tlg004.perseus-grc2,ὑμῶν μὲν αὐτῶν οὐχὶ δεξιώτερον,False,64.5,0.0004184649733360857,False
tlg0019.tlg004.perseus-grc2:77,tlg0019.tlg004.perseus-grc2,κωμῳδίας δὲ φορτικῆς σοφώτερον,False,64.5,0.02747093141078949,False
tlg0019.tlg004.perseus-grc2:78,tlg0019.tlg004.perseus-grc2,ἔστιν γὰρ ἡμῖν δεσπότης ἐκεινοσὶ,False,64.5,0.00044422634528018534,False
tlg0019.tlg004.perseus-grc2:79,tlg0019.tlg004.perseus-grc2,ἅνω καθεύδων ὁ μέγας οὑπὶ τοῦ τέγους,False,64.5,0.1138109415769577,False
tlg0019.tlg004.perseus-grc2:80,tlg0019.tlg004.perseus-grc2,οὗτος φυλάττειν τὸν πατέρʼ ἐπέταξε νῷν,False,64.5,0.010148649103939533,False
tlg0019.tlg004.perseus-grc2:81,tlg0019.tlg004.perseus-grc2,ἔνδον καθείρξας ἵνα θύραζε μὴ ʼξίῃ,False,64.5,0.014857692644000053,False
tlg0019.tlg004.perseus-grc2:82,tlg0019.tlg004.perseus-grc2,νόσον γὰρ ὁ πατὴρ ἀλλόκοτον αὐτοῦ νοσεῖ,False,64.5,0.0023037961218506098,False
tlg0019.tlg004.perseus-grc2:83,tlg0019.tlg004.perseus-grc2,ἣν οὐδʼ ἂν εἷς γνοίη ποτʼ οὐδʼ ἂν ξυμβάλοι,False,64.5,0.004505662713199854,False
tlg0019.tlg004.perseus-grc2:84,tlg0019.tlg004.perseus-grc2,εἰ μὴ πύθοιθʼ ἡμῶν,False,64.5,0.00040891242679208517,False
tlg0019.tlg004.perseus-grc2:85,tlg0019.tlg004.perseus-grc2,ἐπεὶ τοπάζετε,False,64.5,0.0004091838200110942,False
tlg0019.tlg004.perseus-grc2:86,tlg0019.tlg004.perseus-grc2,Ἀμυνίας μὲν ὁ Προνάπους φήσʼ οὑτοσὶ,False,64.5,0.9569710493087769,True
tlg0019.tlg004.perseus-grc2:87,tlg0019.tlg004.perseus-grc2,εἶναι φιλόκυβον αὐτόν,False,64.5,0.0013718055561184883,False
tlg0019.tlg004.perseus-grc2:88,tlg0019.tlg004.perseus-grc2,ἀλλʼ οὐδὲν λέγει,False,64.5,0.0004207656893413514,False
tlg0019.tlg004.perseus-grc2:89,tlg0019.tlg004.perseus-grc2,μὰ Δίʼ ἀλλʼ ἀφʼ αὑτοῦ τὴν νόσον τεκμαίρεται,False,76.0,0.00043498771265149117,False
tlg0019.tlg004.perseus-grc2:90,tlg0019.tlg004.perseus-grc2,οὔκ ἀλλὰ φιλο μέν ἐστιν ἀρχὴ τοῦ κακοῦ,False,78.0,0.00045553009840659797,False
tlg0019.tlg004.perseus-grc2:91,tlg0019.tlg004.perseus-grc2,ὁδὶ δέ φησι Σωσίας πρὸς Δερκύλον,False,78.0,0.9726697206497192,True
tlg0019.tlg004.perseus-grc2:92,tlg0019.tlg004.perseus-grc2,εἶναι φιλοπότην αὐτόν,False,78.0,0.00045791026786901057,False
tlg0019.tlg004.perseus-grc2:93,tlg0019.tlg004.perseus-grc2,οὐδαμῶς γʼ ἐπεὶ,False,79.5,0.039802588522434235,False
tlg0019.tlg004.perseus-grc2:94,tlg0019.tlg004.perseus-grc2,αὕτη γε χρηστῶν ἐστιν ἀνδρῶν ἡ νόσος,False,79.5,0.0004192268243059516,False
tlg0019.tlg004.perseus-grc2:95,tlg0019.tlg004.perseus-grc2,Νικόστρατος δʼ αὖ φησιν ὁ Σκαμβωνίδης,False,81.5,0.9969170093536377,True
tlg0019.tlg004.perseus-grc2:96,tlg0019.tlg004.perseus-grc2,εἶναι φιλοθύτην αὐτὸν ἢ φιλόξενον,False,81.5,0.0036405357532203197,False
tlg0019.tlg004.perseus-grc2:97,tlg0019.tlg004.perseus-grc2,μὰ τὸν κύνʼ ὦ Νικόστρατʼ οὐ φιλόξενος,False,83.5,0.0008427610737271607,False
tlg0019.tlg004.perseus-grc2:98,tlg0019.tlg004.perseus-grc2,ἐπεὶ καταπύγων ἐστὶν ὅ γε Φιλόξενος,False,83.5,0.0006442483281716704,False
tlg0019.tlg004.perseus-grc2:99,tlg0019.tlg004.perseus-grc2,ἄλλως φλυαρεῖτʼ,False,110.0,0.0004640479455702007,False
tlg0019.tlg004.perseus-grc2:100,tlg0019.tlg004.perseus-grc2,οὐ γὰρ ἐξευρήσετε,False,110.0,0.00042770354775711894,False
tlg0019.tlg004.perseus-grc2:101,tlg0019.tlg004.perseus-grc2,εἰ δὴ ʼπιθυμεῖτʼ εἰδέναι σιγᾶτε νῦν,False,110.0,0.0004193587228655815,False
tlg0019.tlg004.perseus-grc2:102,tlg0019.tlg004.perseus-grc2,φράσω γὰρ ἤδη τὴν νόσον τοῦ δεσπότου,False,110.0,0.0005240775062702596,False
tlg0019.tlg004.perseus-grc2:103,tlg0019.tlg004.perseus-grc2,φιληλιαστής ἐστιν ὡς οὐδεὶς ἀνήρ,False,110.0,0.0006078397855162621,False
tlg0019.tlg004.perseus-grc2:104,tlg0019.tlg004.perseus-grc2,ἐρᾷ τε τούτου τοῦ δικάζειν καὶ στένει,False,110.0,0.000566725735552609,False
tlg0019.tlg004.perseus-grc2:105,tlg0019.tlg004.perseus-grc2,ἢν μὴ ʼπὶ τοῦ πρώτου καθίζηται ξύλου,False,110.0,0.0009192810975946486,False
tlg0019.tlg004.perseus-grc2:106,tlg0019.tlg004.perseus-grc2,ὕπνου δʼ ὁρᾷ τῆς νυκτὸς οὐδὲ πασπάλην,False,110.0,0.03032597340643406,False
tlg0019.tlg004.perseus-grc2:107,tlg0019.tlg004.perseus-grc2,ἢν δʼ οὖν καταμύσῃ κἂν ἄχνην ὅμως ἐκεῖ,False,110.0,0.0038715009577572346,False
tlg0019.tlg004.perseus-grc2:108,tlg0019.tlg004.perseus-grc2,ὁ νοῦς πέτεται τὴν νύκτα περὶ τὴν κλεψύδραν,False,110.0,0.03980187326669693,False
tlg0019.tlg004.perseus-grc2:109,tlg0019.tlg004.perseus-grc2,ὑπὸ τοῦ δὲ τὴν ψῆφόν γʼ ἔχειν εἰωθέναι,False,110.0,0.023127874359488487,False
tlg0019.tlg004.perseus-grc2:110,tlg0019.tlg004.perseus-grc2,τοὺς τρεῖς ξυνέχων τῶν δακτύλων ἀνίσταται,False,110.0,0.9565743803977966,True
tlg0019.tlg004.perseus-grc2:111,tlg0019.tlg004.perseus-grc2,ὥσπερ λιβανωτὸν ἐπιτιθεὶς νουμηνίᾳ,False,110.0,0.689574658870697,True
tlg0019.tlg004.perseus-grc2:112,tlg0019.tlg004.perseus-grc2,καὶ νὴ Δίʼ ἢν ἴδῃ γέ που γεγραμμένον,False,110.0,0.00628029415383935,False
tlg0019.tlg004.perseus-grc2:113,tlg0019.tlg004.perseus-grc2,υἱὸν Πυριλάμπους ἐν θύρᾳ Δῆμον καλόν,False,110.0,0.9907213449478149,True
tlg0019.tlg004.perseus-grc2:114,tlg0019.tlg004.perseus-grc2,ἰὼν παρέγραψε πλησίον κημὸς καλός,False,110.0,0.9734111428260803,True
tlg0019.tlg004.perseus-grc2:115,tlg0019.tlg004.perseus-grc2,τὸν ἀλεκτρυόνα δʼ ὃς ᾖδʼ ἀφʼ ἑσπέρας ἔφη,False,110.0,0.9788746237754822,True
tlg0019.tlg004.perseus-grc2:116,tlg0019.tlg004.perseus-grc2,ὄψʼ ἐξεγείρειν αὐτὸν ἀναπεπεισμένον,False,110.0,0.11613578349351883,False
tlg0019.tlg004.perseus-grc2:117,tlg0019.tlg004.perseus-grc2,παρὰ τῶν ὑπευθύνων ἔχοντα χρήματα,False,110.0,0.10392580181360245,False
tlg0019.tlg004.perseus-grc2:118,tlg0019.tlg004.perseus-grc2,εὐθὺς δʼ ἀπὸ δορπηστοῦ κέκραγεν ἐμβάδας,False,110.0,0.996286153793335,True
tlg0019.tlg004.perseus-grc2:119,tlg0019.tlg004.perseus-grc2,κἄπειτʼ ἐκεῖσʼ ἐλθὼν προκαθεύδει πρῲ πάνυ,False,110.0,0.013494573533535004,False
tlg0019.tlg004.perseus-grc2:120,tlg0019.tlg004.perseus-grc2,ὥσπερ λεπὰς προσεχόμενος τῷ κίονι,False,110.0,0.995820164680481,True
tlg0019.tlg004.perseus-grc2:121,tlg0019.tlg004.perseus-grc2,ὑπὸ δυσκολίας δʼ ἅπασι τιμῶν τὴν μακρὰν,False,110.0,0.05424582585692406,False
tlg0019.tlg004.perseus-grc2:122,tlg0019.tlg004.perseus-grc2,ὥσπερ μέλιττʼ ἢ βομβυλιὸς εἰσέρχεται,False,110.0,0.954953134059906,True
tlg0019.tlg004.perseus-grc2:123,tlg0019.tlg004.perseus-grc2,ὑπὸ τοῖς ὄνυξι κηρὸν ἀναπεπλασμένος,False,110.0,0.9841192364692688,True
tlg0019.tlg004.perseus-grc2:124,tlg0019.tlg004.perseus-grc2,ψήφων δὲ δείσας μὴ δεηθείη ποτέ,False,110.0,0.012485788203775883,False
tlg0019.tlg004.perseus-grc2:125,tlg0019.tlg004.perseus-grc2,ἵνʼ ἔχοι δικάζειν αἰγιαλὸν ἔνδον τρέφει,False,110.0,0.0005262881168164313,False
tlg0019.tlg004.perseus-grc2:126,tlg0019.tlg004.perseus-grc2,τοιαῦτʼ ἀλύει,False,110.0,0.000424484780523926,False
tlg0019.tlg004.perseus-grc2:127,tlg0019.tlg004.perseus-grc2,νουθετούμενος δʼ ἀεὶ,False,110.0,0.014071496203541756,False
tlg0019.tlg004.perseus-grc2:128,tlg0019.tlg004.perseus-grc2,μᾶλλον δικάζει,False,110.0,0.00040999986231327057,False
tlg0019.tlg004.perseus-grc2:129,tlg0019.tlg004.perseus-grc2,τοῦτον οὖν φυλάττομεν,False,110.0,0.0004207401943858713,False
tlg0019.tlg004.perseus-grc2:130,tlg0019.tlg004.perseus-grc2,μοχλοῖσιν ἐνδήσαντες ὡς ἂν μὴ ʼξίῃ,False,110.0,0.859234631061554,True
tlg0019.tlg004.perseus-grc2:131,tlg0019.tlg004.perseus-grc2,ὁ γὰρ υἱὸς αὐτοῦ τὴν νόσον βαρέως φέρει,False,110.0,0.41119763255119324,False
tlg0019.tlg004.perseus-grc2:132,tlg0019.tlg004.perseus-grc2,καὶ πρῶτα μὲν λόγοισι παραμυθούμενος,False,110.0,0.0473768413066864,False
tlg0019.tlg004.perseus-grc2:133,tlg0019.tlg004.perseus-grc2,ἀνέπειθεν αὐτὸν μὴ φορεῖν τριβώνιον,False,110.0,0.8452417254447937,True
tlg0019.tlg004.perseus-grc2:134,tlg0019.tlg004.perseus-grc2,μηδʼ ἐξιέναι θύραζʼ ὁ δʼ οὐκ ἐπείθετο,False,110.0,0.8882924318313599,True
tlg0019.tlg004.perseus-grc2:135,tlg0019.tlg004.perseus-grc2,εἶτʼ αὐτὸν ἀπέλου κἀκάθαιρʼ ὁ δʼ οὐ μάλα,False,110.0,0.5112784504890442,True
tlg0019.tlg004.perseus-grc2:136,tlg0019.tlg004.perseus-grc2,μετὰ τοῦτʼ ἐκορυβάντιζʼ ὁ δʼ αὐτῷ τυμπάνῳ,False,110.0,0.9704498052597046,True
tlg0019.tlg004.perseus-grc2:137,tlg0019.tlg004.perseus-grc2,ᾄξας ἐδίκαζεν ἐς τὸ καινὸν ἐμπεσών,False,110.0,0.9918845891952515,True
tlg0019.tlg004.perseus-grc2:138,tlg0019.tlg004.perseus-grc2,ὅτε δῆτα ταύταις ταῖς τελεταῖς οὐκ ὠφέλει,False,110.0,0.00060581776779145,False
tlg0019.tlg004.perseus-grc2:139,tlg0019.tlg004.perseus-grc2,διέπλευσεν εἰς Αἴγιναν εἶτα ξυλλαβὼν,False,110.0,0.9563809633255005,True
tlg0019.tlg004.perseus-grc2:140,tlg0019.tlg004.perseus-grc2,νύκτωρ κατέκλινεν αὐτὸν εἰς Ἀσκληπιοῦ,False,110.0,0.6810053586959839,True
tlg0019.tlg004.perseus-grc2:141,tlg0019.tlg004.perseus-grc2,ὁ δʼ ἀνεφάνη κνεφαῖος ἐπὶ τῇ κιγκλίδι,False,110.0,0.996582567691803,True
tlg0019.tlg004.perseus-grc2:142,tlg0019.tlg004.perseus-grc2,ἐντεῦθεν οὐκέτʼ αὐτὸν ἐξεφρίεμεν,False,110.0,0.01028874609619379,False
tlg0019.tlg004.perseus-grc2:143,tlg0019.tlg004.perseus-grc2,ὁ δʼ ἐξεδίδρασκε διά τε τῶν ὑδρορροῶν,False,110.0,0.9785104990005493,True
tlg0019.tlg004.perseus-grc2:144,tlg0019.tlg004.perseus-grc2,καὶ τῶν ὀπῶν,False,110.0,0.14956656098365784,False
tlg0019.tlg004.perseus-grc2:145,tlg0019.tlg004.perseus-grc2,ἡμεῖς δʼ ὅσʼ ἦν τετρημένα,False,110.0,0.0004446474777068943,False
tlg0019.tlg004.perseus-grc2:146,tlg0019.tlg004.perseus-grc2,ἐνεβύσαμεν ῥακίοισι κἀπακτώσαμεν,False,110.0,0.0004400920297484845,False
tlg0019.tlg004.perseus-grc2:147,tlg0019.tlg004.perseus-grc2,ὁ δʼ ὡσπερεὶ κολοιὸς αὑτῷ παττάλους,False,110.0,0.9194667935371399,True
tlg0019.tlg004.perseus-grc2:148,tlg0019.tlg004.perseus-grc2,ἐνέκρουεν ἐς τὸν τοῖχον εἶτʼ ἐξήλλετο,False,110.0,0.992764413356781,True
tlg0019.tlg004.perseus-grc2:149,tlg0019.tlg004.perseus-grc2,ἡμεῖς δὲ τὴν αὐλὴν ἅπασαν δικτύοις,False,110.0,0.00042585673509165645,False
tlg0019.tlg004.perseus-grc2:150,tlg0019.tlg004.perseus-grc2,καταπετάσαντες ἐν κύκλῳ φυλάττομεν,False,110.0,0.0006894721300341189,False
tlg0019.tlg004.perseus-grc2:151,tlg0019.tlg004.perseus-grc2,ἔστιν δʼ ὄνομα τῷ μὲν γέροντι Φιλοκλέων,False,110.0,0.0008330405107699335,False
tlg0019.tlg004.perseus-grc2:152,tlg0019.tlg004.perseus-grc2,ναὶ μὰ Δία τῷ δʼ υἱεῖ γε τῳδὶ Βδελυκλέων,False,110.0,0.002486755372956395,False
tlg0019.tlg004.perseus-grc2:153,tlg0019.tlg004.perseus-grc2,ἔχων τρόπους φρυαγμοσεμνάκους τίνας,False,110.0,0.0010148497531190515,False
