work,sent_id,text,is_direct_speech,book,line,speaker_being,speaker_disguise,speaker_gender,speaker_name,speaker_number,p_narrative,pred_narrative
iliad,2274121,"πολλὰ δ’ ἔπειτ’ ἀπάνευθε κιὼν ἠρᾶθ’ ὃ γεραιὸς Ἀπόλλωνι ἄνακτι, τὸν ἠΰκομος τέκε Λητώ·",False,1,35.5,,,,,,0.6143724322319031,True
iliad,2274122,"κλῦθί μευ ἀργυρότοξ’, ὃς Χρύσην ἀμφιβέβηκας Κίλλάν τε ζαθέην Τενέδοιό τε ἶφι ἀνάσσεις, Σμινθεῦ εἴ ποτέ τοι χαρίεντ’ ἐπὶ νηὸν ἔρεψα, ἢ εἰ δή ποτέ τοι κατὰ πίονα μηρί’ ἔκηα ταύρων ἠδ’ αἰγῶν, τὸ δέ μοι κρήηνον ἐέλδωρ·",True,1,39.0,,,,,,0.00040224564145319164,False
iliad,2274123,τίσειαν Δαναοὶ ἐμὰ δάκρυα σοῖσι βέλεσσιν.,True,1,42.0,,,,,,0.0004587713920045644,False
iliad,2274124,"ὣς ἔφατ’ εὐχόμενος, τοῦ δ’ ἔκλυε Φοῖβος Ἀπόλλων, βῆ δὲ κατ’ Οὐλύμποιο καρήνων χωόμενος κῆρ, τόξ’ ὤμοισιν ἔχων ἀμφηρεφέα τε φαρέτρην·",False,1,44.0,,,,,,0.9975831508636475,True
iliad,2274125,"ἔκλαγξαν δ’ ἄρ’ ὀϊστοὶ ἐπ’ ὤμων χωομένοιο, αὐτοῦ κινηθέντος·",False,1,46.5,,,,,,0.997348427772522,True
iliad,2274126,ὃ δ’ ἤϊε νυκτὶ ἐοικώς.,False,1,47.0,,,,,,0.9918820261955261,True
iliad,2274127,"ἕζετ’ ἔπειτ’ ἀπάνευθε νεῶν, μετὰ δ’ ἰὸν ἕηκε·",False,1,48.0,,,,,,0.9974721074104309,True
iliad,2274128,δεινὴ δὲ κλαγγὴ γένετ’ ἀργυρέοιο βιοῖο·,False,1,49.0,,,,,,0.9948487877845764,True
iliad,2274129,"οὐρῆας μὲν πρῶτον ἐπῴχετο καὶ κύνας ἀργούς, αὐτὰρ ἔπειτ’ αὐτοῖσι βέλος ἐχεπευκὲς ἐφιεὶς βάλλ’·",False,1,51.0,,,,,,0.9969197511672974,True
iliad,2274130,αἰεὶ δὲ πυραὶ νεκύων καίοντο θαμειαί.,False,1,52.0,,,,,,0.9963931441307068,True
iliad,2274131,"ἐννῆμαρ μὲν ἀνὰ στρατὸν ᾤχετο κῆλα θεοῖο, τῇ δεκάτῃ δ’ ἀγορὴν δὲ καλέσσατο λαὸν Ἀχιλλεύς·",False,1,53.5,,,,,,0.9935486912727356,True
iliad,2274132,τῷ γὰρ ἐπὶ φρεσὶ θῆκε θεὰ λευκώλενος Ἥρη·,False,1,55.0,,,,,,0.9962437152862549,True
iliad,2274133,"κήδετο γὰρ Δαναῶν, ὅτι ῥα θνήσκοντας ὁρᾶτο.",False,1,56.0,,,,,,0.945816695690155,True
iliad,2274134,"οἳ δ’ ἐπεὶ οὖν ἤγερθεν ὁμηγερέες τε γένοντο, τοῖσι δ’ ἀνιστάμενος μετέφη πόδας ὠκὺς Ἀχιλλεύς·",False,1,57.5,,,,,,0.9976189732551575,True
iliad,2274135,"Ἀτρεΐδη νῦν ἄμμε παλιμπλαγχθέντας ὀΐω ἂψ ἀπονοστήσειν, εἴ κεν θάνατόν γε φύγοιμεν, εἰ δὴ ὁμοῦ πόλεμός τε δαμᾷ καὶ λοιμὸς Ἀχαιούς·",True,1,60.0,,,,,,0.000437480746768415,False
iliad,2274136,"ἀλλ’ ἄγε δή τινα μάντιν ἐρείομεν ἢ ἱερῆα ἢ καὶ ὀνειροπόλον, καὶ γάρ τ’ ὄναρ ἐκ Διός ἐστιν, ὅς κ’ εἴποι ὅ τι τόσσον ἐχώσατο Φοῖβος Ἀπόλλων, εἴτ’ ἄρ’ ὅ γ’ εὐχωλῆς ἐπιμέμφεται ἠδ’ ἑκατόμβης, αἴ κέν πως ἀρνῶν κνίσης αἰγῶν τε τελείων βούλεται ἀντιάσας ἡμῖν ἀπὸ λοιγὸν ἀμῦναι.",True,1,64.5,,,,,,0.0004163326811976731,False
iliad,2274137,ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο·,False,1,68.0,,,,,,0.9975409507751465,True
iliad,2274138,"τοῖσι δ’ ἀνέστη Κάλχας Θεστορίδης οἰωνοπόλων ὄχ’ ἄριστος, ὃς ᾔδη τά τ’ ἐόντα τά τ’ ἐσσόμενα πρό τ’ ἐόντα, καὶ νήεσσ’ ἡγήσατ’ Ἀχαιῶν Ἴλιον εἴσω ἣν διὰ μαντοσύνην, τήν οἱ πόρε Φοῖβος Ἀπόλλων·",False,1,70.0,,,,,,0.9965925812721252,True
iliad,2274139,ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν·,False,1,73.0,,,,,,0.9975101947784424,True
iliad,2274140,ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτος·,True,1,74.5,,,,,,0.0004883905057795346,False
iliad,2274141,τοὶ γὰρ ἐγὼν ἐρέω·,True,1,76.0,,,,,,0.000516638217959553,False
iliad,2274142,σὺ δὲ σύνθεο καί μοι ὄμοσσον ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν·,True,1,76.5,,,,,,0.00041603573481552303,False
iliad,2274143,"ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί·",True,1,78.5,,,,,,0.0004068000998813659,False
iliad,2274144,κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ·,True,1,80.0,,,,,,0.00040834018727764487,False
iliad,2274145,"εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ, ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ, ἐν στήθεσσιν ἑοῖσι·",True,1,82.0,,,,,,0.001108943484723568,False
iliad,2274146,σὺ δὲ φράσαι εἴ με σαώσεις.,True,1,83.0,,,,,,0.0004884580848738551,False
iliad,2274147,τὸν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,False,1,84.0,,,,,,0.9976535439491272,True
iliad,2274148,θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα·,True,1,85.0,,,,,,0.0004576911742333323,False
iliad,2274149,"οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεις, οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει συμπάντων Δαναῶν, οὐδ’ ἢν Ἀγαμέμνονα εἴπῃς, ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.",True,1,88.5,,,,,,0.0004031172429677099,False
iliad,2274150,καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων·,False,1,92.0,,,,,,0.997355580329895,True
iliad,2274151,"οὔ τ’ ἄρ ὅ γ’ εὐχωλῆς ἐπιμέμφεται οὐδ’ ἑκατόμβης, ἀλλ’ ἕνεκ’ ἀρητῆρος ὃν ἠτίμησ’ Ἀγαμέμνων, οὐδ’ ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ’ ἄποινα, τοὔνεκ’ ἄρ’ ἄλγε’ ἔδωκεν ἑκηβόλος ἠδ’ ἔτι δώσει·",True,1,94.5,,,,,,0.012986108660697937,False
iliad,2274152,"οὐδ’ ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει πρίν γ’ ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην ἀπριάτην ἀνάποινον, ἄγειν θ’ ἱερὴν ἑκατόμβην ἐς Χρύσην·",True,1,98.5,,,,,,0.0023762304335832596,False
iliad,2274153,τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν.,True,1,100.0,,,,,,0.0004283606540411711,False
iliad,2274154,ἤτοι ὅ γ’ ὣς εἰπὼν κατ’ ἄρ’ ἕζετο·,False,1,101.0,,,,,,0.9975409507751465,True
iliad,2274155,τοῖσι δ’ ἀνέστη ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων ἀχνύμενος·,False,1,102.0,,,,,,0.9977684020996094,True
iliad,2274156,"μένεος δὲ μέγα φρένες ἀμφιμέλαιναι πίμπλαντ’, ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην·",False,1,103.5,,,,,,0.9975308775901794,True
iliad,2274157,Κάλχαντα πρώτιστα κάκ’ ὀσσόμενος προσέειπε·,False,1,105.0,,,,,,0.9975836277008057,True
iliad,2274158,μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπας·,True,1,106.0,,,,,,0.00040959479520097375,False
iliad,2274159,"αἰεί τοι τὰ κάκ’ ἐστὶ φίλα φρεσὶ μαντεύεσθαι, ἐσθλὸν δ’ οὔτέ τί πω εἶπας ἔπος οὔ τ’ ἐτέλεσσας·",True,1,107.5,,,,,,0.0004036913742311299,False
iliad,2274160,"καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεις ὡς δὴ τοῦδ’ ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει, οὕνεκ’ ἐγὼ κούρης Χρυσηΐδος ἀγλά’ ἄποινα οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν οἴκοι ἔχειν·",True,1,111.0,,,,,,0.00046219650539569557,False
iliad,2274161,"καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων, οὐ δέμας οὐδὲ φυήν, οὔ τ’ ἂρ φρένας οὔτέ τι ἔργα.",True,1,114.0,,,,,,0.03829996660351753,False
iliad,2274162,ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ’ ἄμεινον·,True,1,116.0,,,,,,0.00040417505078949034,False
iliad,2274163,βούλομ’ ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι·,True,1,117.0,,,,,,0.0005188066279515624,False
iliad,2274164,"αὐτὰρ ἐμοὶ γέρας αὐτίχ’ ἑτοιμάσατ’ ὄφρα μὴ οἶος Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐδὲ ἔοικε·",True,1,118.5,,,,,,0.0004734000831376761,False
iliad,2274165,λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ.,True,1,120.0,,,,,,0.00042897157254628837,False
iliad,2274166,τὸν δ’ ἠμείβετ’ ἔπειτα ποδάρκης δῖος Ἀχιλλεύς·,False,1,121.0,,,,,,0.9977333545684814,True
iliad,2274167,"Ἀτρεΐδη κύδιστε φιλοκτεανώτατε πάντων, πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί;",True,1,122.5,,,,,,0.0004412118869367987,False
iliad,2274168,οὐδέ τί που ἴδμεν ξυνήϊα κείμενα πολλά·,True,1,124.0,,,,,,0.00047872780123725533,False
iliad,2274169,"ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται, λαοὺς δ’ οὐκ ἐπέοικε παλίλλογα ταῦτ’ ἐπαγείρειν.",True,1,125.5,,,,,,0.0004436026210896671,False
iliad,2274170,ἀλλὰ σὺ μὲν νῦν τήνδε θεῷ πρόες·,True,1,127.0,,,,,,0.0004882669309154153,False
iliad,2274171,"αὐτὰρ Ἀχαιοὶ τριπλῇ τετραπλῇ τ’ ἀποτείσομεν, αἴ κέ ποθι Ζεὺς δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι.",True,1,128.0,,,,,,0.0006036724662408233,False
iliad,2274172,τὸν δ’ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων·,False,1,130.0,,,,,,0.9976795315742493,True
iliad,2274173,"μὴ δ’ οὕτως ἀγαθός περ ἐὼν θεοείκελ’ Ἀχιλλεῦ κλέπτε νόῳ, ἐπεὶ οὐ παρελεύσεαι οὐδέ με πείσεις.",True,1,131.5,,,,,,0.00043682893738150597,False
iliad,2274174,"ἦ ἐθέλεις ὄφρ’ αὐτὸς ἔχῃς γέρας, αὐτὰρ ἔμ’ αὔτως ἧσθαι δευόμενον, κέλεαι δέ με τήνδ’ ἀποδοῦναι;",True,1,133.5,,,,,,0.0005390870501287282,False
iliad,2274175,ἀλλ’ εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται·,True,1,135.5,,,,,,0.00042981153819710016,False
iliad,2274176,"εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι ἢ τεὸν ἢ Αἴαντος ἰὼν γέρας, ἢ Ὀδυσῆος ἄξω ἑλών·",True,1,138.0,,,,,,0.0005256381118670106,False
iliad,2274177,ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι.,True,1,139.0,,,,,,0.0004912692820653319,False
iliad,2274178,"ἀλλ’ ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτις, νῦν δ’ ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν, ἐν δ’ ἐρέτας ἐπιτηδὲς ἀγείρομεν, ἐς δ’ ἑκατόμβην θείομεν, ἂν δ’ αὐτὴν Χρυσηΐδα καλλιπάρῃον βήσομεν·",True,1,142.0,,,,,,0.0004088368150405586,False
iliad,2274179,"εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω, ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺς ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ’ ἀνδρῶν, ὄφρ’ ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξας.",True,1,145.5,,,,,,0.00041832379065454006,False
iliad,2274180,τὸν δ’ ἄρ’ ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύς·,False,1,148.0,,,,,,0.9976231455802917,True
iliad,2274181,ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;,True,1,150.0,,,,,,0.0004728474305011332,False
iliad,2274182,"οὐ γὰρ ἐγὼ Τρώων ἕνεκ’ ἤλυθον αἰχμητάων δεῦρο μαχησόμενος, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν·",True,1,152.5,,,,,,0.000425786740379408,False
iliad,2274183,"οὐ γὰρ πώποτ’ ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππους, οὐδέ ποτ’ ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ καρπὸν ἐδηλήσαντ’, ἐπεὶ ἦ μάλα πολλὰ μεταξὺ οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα·",True,1,155.5,,,,,,0.00045090014464221895,False
iliad,2274184,"ἀλλὰ σοὶ ὦ μέγ’ ἀναιδὲς ἅμ’ ἑσπόμεθ’ ὄφρα σὺ χαίρῃς, τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα πρὸς Τρώων·",True,1,159.0,,,,,,0.00041042218799702823,False
iliad,2274185,τῶν οὔ τι μετατρέπῃ οὐδ’ ἀλεγίζεις·,True,1,160.0,,,,,,0.0004030336858704686,False
iliad,2274186,"καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖς, ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.",True,1,161.5,,,,,,0.0004113567993044853,False
iliad,2274187,οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ’ Ἀχαιοὶ Τρώων ἐκπέρσωσ’ εὖ ναιόμενον πτολίεθρον·,True,1,163.5,,,,,,0.00040036250720731914,False
iliad,2274188,ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο χεῖρες ἐμαὶ διέπουσ’·,True,1,165.5,,,,,,0.00048067758325487375,False
iliad,2274189,"ἀτὰρ ἤν ποτε δασμὸς ἵκηται, σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ’ ὀλίγον τε φίλον τε ἔρχομ’ ἔχων ἐπὶ νῆας, ἐπεί κε κάμω πολεμίζων.",True,1,167.0,,,,,,0.0004987725405953825,False
iliad,2274190,"νῦν δ’ εἶμι Φθίην δ’, ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν οἴκαδ’ ἴμεν σὺν νηυσὶ κορωνίσιν, οὐδέ σ’ ὀΐω ἐνθάδ’ ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν.",True,1,170.0,,,,,,0.00045564561150968075,False
iliad,2274191,τὸν δ’ ἠμείβετ’ ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων·,False,1,172.0,,,,,,0.997818112373352,True
iliad,2274192,"φεῦγε μάλ’ εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ’ ἔγωγε λίσσομαι εἵνεκ’ ἐμεῖο μένειν·",True,1,173.5,,,,,,0.0004693758673965931,False
iliad,2274193,"πάρ’ ἔμοιγε καὶ ἄλλοι οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύς.",True,1,174.5,,,,,,0.0004388180677779019,False
iliad,2274194,ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων·,True,1,176.0,,,,,,0.000405955157475546,False
iliad,2274195,αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε·,True,1,177.0,,,,,,0.0005279612960293889,False
iliad,2274196,"εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ’ ἔδωκεν·",True,1,178.0,,,,,,0.0004200953699182719,False
iliad,2274197,"οἴκαδ’ ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι Μυρμιδόνεσσιν ἄνασσε, σέθεν δ’ ἐγὼ οὐκ ἀλεγίζω, οὐδ’ ὄθομαι κοτέοντος·",True,1,180.0,,,,,,0.0004503339878283441,False
iliad,2274198,ἀπειλήσω δέ τοι ὧδε·,True,1,181.0,,,,,,0.0004883459769189358,False
iliad,2274199,"ὡς ἔμ’ ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων, τὴν μὲν ἐγὼ σὺν νηΐ τ’ ἐμῇ καὶ ἐμοῖς ἑτάροισι πέμψω, ἐγὼ δέ κ’ ἄγω Βρισηΐδα καλλιπάρῃον αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ’ ἐῢ εἰδῇς ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλος ἶσον ἐμοὶ φάσθαι καὶ ὁμοιωθήμεναι ἄντην.",True,1,184.5,,,,,,0.0004979688092134893,False
iliad,2274200,ὣς φάτο·,False,1,188.0,,,,,,0.9975825548171997,True
iliad,2274201,"Πηλεΐωνι δ’ ἄχος γένετ’, ἐν δέ οἱ ἦτορ στήθεσσιν λασίοισι διάνδιχα μερμήριξεν, ἢ ὅ γε φάσγανον ὀξὺ ἐρυσσάμενος παρὰ μηροῦ τοὺς μὲν ἀναστήσειεν, ὃ δ’ Ἀτρεΐδην ἐναρίζοι, ἦε χόλον παύσειεν ἐρητύσειέ τε θυμόν.",False,1,190.0,,,,,,0.9963663816452026,True
iliad,2274202,"ἧος ὃ ταῦθ’ ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν, ἕλκετο δ’ ἐκ κολεοῖο μέγα ξίφος, ἦλθε δ’ Ἀθήνη οὐρανόθεν·",False,1,194.0,,,,,,0.997346043586731,True
iliad,2274203,πρὸ γὰρ ἧκε θεὰ λευκώλενος Ἥρη ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε·,False,1,195.5,,,,,,0.9913739562034607,True
iliad,2274204,"στῆ δ’ ὄπιθεν, ξανθῆς δὲ κόμης ἕλε Πηλεΐωνα οἴῳ φαινομένη·",False,1,197.5,,,,,,0.99747234582901,True
iliad,2274205,τῶν δ’ ἄλλων οὔ τις ὁρᾶτο·,False,1,198.0,,,,,,0.9159643054008484,True
iliad,2274206,"θάμβησεν δ’ Ἀχιλεύς, μετὰ δ’ ἐτράπετ’, αὐτίκα δ’ ἔγνω Παλλάδ’ Ἀθηναίην·",False,1,199.5,,,,,,0.9973828196525574,True
iliad,2274207,δεινὼ δέ οἱ ὄσσε φάανθεν·,False,1,200.0,,,,,,0.9970965385437012,True
iliad,2274208,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα·,False,1,201.0,,,,,,0.9974414110183716,True
iliad,2274209,τίπτ’ αὖτ’ αἰγιόχοιο Διὸς τέκος εἰλήλουθας;,True,1,202.0,,,,,,0.0004039368068333715,False
iliad,2274210,ἦ ἵνα ὕβριν ἴδῃ Ἀγαμέμνονος Ἀτρεΐδαο;,True,1,203.0,,,,,,0.0018667137483134866,False
iliad,2274211,"ἀλλ’ ἔκ τοι ἐρέω, τὸ δὲ καὶ τελέεσθαι ὀΐω·",True,1,204.0,,,,,,0.0004896688624285161,False
iliad,2274212,ᾗς ὑπεροπλίῃσι τάχ’ ἄν ποτε θυμὸν ὀλέσσῃ.,True,1,205.0,,,,,,0.00043637945782393217,False
iliad,2274213,τὸν δ’ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη·,False,1,206.0,,,,,,0.9976024031639099,True
iliad,2274214,"ἦλθον ἐγὼ παύσουσα τὸ σὸν μένος, αἴ κε πίθηαι, οὐρανόθεν·",True,1,207.5,,,,,,0.0004731063963845372,False
iliad,2274215,πρὸ δέ μ’ ἧκε θεὰ λευκώλενος Ἥρη ἄμφω ὁμῶς θυμῷ φιλέουσά τε κηδομένη τε·,True,1,208.5,,,,,,0.0004170339379925281,False
iliad,2274216,"ἀλλ’ ἄγε λῆγ’ ἔριδος, μηδὲ ξίφος ἕλκεο χειρί·",True,1,210.0,,,,,,0.001774236443452537,False
iliad,2274217,ἀλλ’ ἤτοι ἔπεσιν μὲν ὀνείδισον ὡς ἔσεταί περ·,True,1,211.0,,,,,,0.0004064608656335622,False
iliad,2274218,"ὧδε γὰρ ἐξερέω, τὸ δὲ καὶ τετελεσμένον ἔσται·",True,1,212.0,,,,,,0.0004934219177812338,False
iliad,2274219,καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα ὕβριος εἵνεκα τῆσδε·,True,1,213.5,,,,,,0.0004117246135137975,False
iliad,2274220,"σὺ δ’ ἴσχεο, πείθεο δ’ ἡμῖν.",True,1,214.0,,,,,,0.0005201583844609559,False
iliad,2274221,τὴν δ’ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς·,False,1,215.0,,,,,,0.9976721405982971,True
iliad,2274222,χρὴ μὲν σφωΐτερόν γε θεὰ ἔπος εἰρύσσασθαι καὶ μάλα περ θυμῷ κεχολωμένον·,True,1,216.5,,,,,,0.0004281561414245516,False
iliad,2274223,ὧς γὰρ ἄμεινον·,True,1,217.0,,,,,,0.2787554860115051,False
