play,sent_id,text,is_messenger_speech,line,p_narrative,pred_narrative
tlg0085.tlg005,32,κύριός εἰμι θροεῖν ὅδιον κράτος αἴσιον ἀνδρῶν ἐκτελέων·,False,104.5,0.0004388042725622654,False
tlg0085.tlg005,33,ἔτι γὰρ θεόθεν καταπνεύει πειθὼ μολπᾶν ἀλκὰν σύμφυτος αἰών·,False,106.0,0.5279017090797424,True
tlg0085.tlg005,34,"ὅπως Ἀχαιῶν δίθρονον κράτος, Ἑλλάδος ἥβας ξύμφρονα ταγάν, πέμπει σὺν δορὶ καὶ χερὶ πράκτορι θούριος ὄρνις Τευκρίδ’ ἐπ’ αἶαν, οἰωνῶν βασιλεὺς βασιλεῦσι νεῶν ὁ κελαινός, ὅ τ’ ἐξόπιν ἀργᾶς, φανέντες ἴκταρ μελάθρων χερὸς ἐκ δοριπάλτου παμπρέπτοις ἐν ἕδραισιν, βοσκόμενοι λαγίναν, ἐρικύμονα φέρματι γένναν, βλαβέντα λοισθίων δρόμων.",False,114.0,0.459663063287735,False
tlg0085.tlg005,35,"αἴλινον αἴλινον εἰπέ, τὸ δ’ εὖ νικάτω.",False,121.0,0.9827857613563538,True
tlg0085.tlg005,36,κεδνὸς δὲ στρατόμαντις ἰδὼν δύο λήμασι δισσοὺς Ἀτρεΐδας μαχίμους ἐδάη λαγοδαίτας πομπούς τ’ ἀρχάς·,False,123.0,0.9740946292877197,True
tlg0085.tlg005,37,οὕτω δ’ εἶπε τερᾴζων·,False,125.0,0.995073139667511,True
tlg0085.tlg005,38,""" χρόνῳ μὲν ἀγρεῖ Πριάμου πόλιν ἅδε κέλευθος, πάντα δὲ πύργων κτήνη πρόσθε τὰ δημιοπληθῆ Μοῖρ’ ἀλαπάξει πρὸς τὸ βίαιον·",False,128.0,0.5437939763069153,True
tlg0085.tlg005,39,οἶον μή τις ἄγα θεόθεν κνεφάσῃ προτυπὲν στόμιον μέγα Τροίας στρατωθέν.,False,132.0,0.004750607535243034,False
tlg0085.tlg005,40,"οἴκτῳ γὰρ ἐπίφθονος Ἄρτεμις ἁγνὰ πτανοῖσιν κυσὶ πατρὸς αὐτότοκον πρὸ λόχου μογερὰν πτάκα θυομένοισιν στυγεῖ δὲ δεῖπνον αἰετῶν. """,False,135.5,0.038630496710538864,False
tlg0085.tlg005,41,"αἴλινον αἴλινον εἰπέ, τὸ δ’ εὖ νικάτω.",False,139.0,0.9827857613563538,True
tlg0085.tlg005,42,""" τόσον περ εὔφρων, καλά, δρόσοισι λεπτοῖς μαλερῶν λεόντων πάντων τ’ ἀγρονόμων φιλομάστοις θηρῶν ὀβρικάλοισι τερπνά, τούτων αἴνει ξύμβολα κρᾶναι, δεξιὰ μέν, κατάμομφα δὲ φάσματα [στρουθῶν].",False,142.5,0.009390659630298615,False
tlg0085.tlg005,43,"ἰήιον δὲ καλέω Παιᾶνα, μή τινας ἀντιπνόους Δαναοῖς χρονίας ἐχενῇδας ἀπλοίας τεύξῃ, σπευδομένα θυσίαν ἑτέραν ἄνομόν τιν’, ἄδαιτον νεικέων τέκτονα σύμφυτον, οὐ δεισήνορα.",False,149.5,0.00115724909119308,False
tlg0085.tlg005,44,"μίμνει γὰρ φοβερὰ παλίνορτος οἰκονόμος δολία μνάμων μῆνις τεκνόποινος. """,False,154.0,0.007677283603698015,False
tlg0085.tlg005,45,τοιάδε Κάλχας ξὺν μεγάλοις ἀγαθοῖς ἀπέκλαγξεν μόρσιμ’ ἀπ’ ὀρνίθων ὁδίων οἴκοις βασιλείοις·,False,156.5,0.014692135155200958,False
tlg0085.tlg005,46,"τοῖς δ’ ὁμόφωνον αἴλινον αἴλινον εἰπέ, τὸ δ’ εὖ νικάτω.",False,158.5,0.9953255653381348,True
tlg0085.tlg005,47,"Ζεύς, ὅστις ποτ’ ἐστίν, εἰ τόδ’ αὐτῷ φίλον κεκλημένῳ, τοῦτό νιν προσεννέπω.",False,160.5,0.000470876635517925,False
tlg0085.tlg005,48,"οὐκ ἔχω προσεικάσαι πάντ’ ἐπισταθμώμενος πλὴν Διός, εἰ τὸ μάταν ἀπὸ φροντίδος ἄχθος χρὴ βαλεῖν ἐτητύμως.",False,164.5,0.0004292456724215299,False
tlg0085.tlg005,49,"οὐδ’ ὅστις πάροιθεν ἦν μέγας, παμμάχῳ θράσει βρύων, οὐδὲ λέξεται πρὶν ὤν·",False,168.5,0.004742466378957033,False
tlg0085.tlg005,50,"ὃς δ’ ἔπειτ’ ἔφυ, τριακτῆρος οἴχεται τυχών.",False,171.5,0.009621898643672466,False
tlg0085.tlg005,51,Ζῆνα δέ τις προφρόνως ἐπινίκια κλάζων τεύξεται φρενῶν τὸ πᾶν·,False,174.0,0.0026497908402234316,False
tlg0085.tlg005,52,"τὸν φρονεῖν βροτοὺς ὁδώσαντα, τὸν πάθει μάθος θέντα κυρίως ἔχειν.",False,177.0,0.02487339824438095,False
tlg0085.tlg005,53,στάζει δ’ ἔν θ’ ὕπνῳ πρὸ καρδίας μνησιπήμων πόνος·,False,179.5,0.20206274092197418,False
tlg0085.tlg005,54,καὶ παρ’ ἄκοντας ἦλθε σωφρονεῖν.,False,180.0,0.9200223088264465,True
tlg0085.tlg005,55,δαιμόνων δέ που χάρις βίαιος σέλμα σεμνὸν ἡμένων.,False,182.5,0.002544383518397808,False
tlg0085.tlg005,56,"καὶ τόθ’ ἡγεμὼν ὁ πρέσβυς νεῶν Ἀχαιικῶν, μάντιν οὔτινα ψέγων, ἐμπαίοις τύχαισι συμπνέων, εὖτ’ ἀπλοίᾳ κεναγγεῖ βαρύνοντ’ Ἀχαιικὸς λεώς, Χαλκίδος πέραν ἔχων παλιρρόχθοις ἐν Αὐλίδος τόποις·",False,187.5,0.9749681949615479,True
tlg0085.tlg005,57,"πνοαὶ δ’ ἀπὸ Στρυμόνος μολοῦσαι κακόσχολοι νήστιδες δύσορμοι, βροτῶν ἄλαι, ναῶν τε καὶ πεισμάτων ἀφειδεῖς, παλιμμήκη χρόνον τιθεῖσαι τρίβῳ κατέξαινον ἄνθος Ἀργείων·",False,195.0,0.8417826294898987,True
tlg0085.tlg005,58,"ἐπεὶ δὲ καὶ πικροῦ χείματος ἄλλο μῆχαρ βριθύτερον πρόμοισιν μάντις ἔκλαγξεν προφέρων Ἄρτεμιν, ὥστε χθόνα βάκτροις ἐπικρούσαντας Ἀτρείδας δάκρυ μὴ κατασχεῖν·",False,201.0,0.9877293705940247,True
tlg0085.tlg005,59,ἄναξ δ’ ὁ πρέσβυς τότ’ εἶπε φωνῶν·,False,205.0,0.9975557327270508,True
tlg0085.tlg005,60,""" βαρεῖα μὲν κὴρ τὸ μὴ πιθέσθαι, βαρεῖα δ’, εἰ τέκνον δαΐξω, δόμων ἄγαλμα, μιαίνων παρθενοσφάγοισιν ῥείθροις πατρῴους χέρας πέλας βωμοῦ·",False,208.5,0.0012116634752601385,False
tlg0085.tlg005,61,"τί τῶνδ’ ἄνευ κακῶν, πῶς λιπόναυς γένωμαι ξυμμαχίας ἁμαρτών;",False,212.0,0.0004718422133009881,False
tlg0085.tlg005,62,παυσανέμου γὰρ θυσίας παρθενίου θ’ αἵματος ὀργᾷ περιόργως ἐπιθυμεῖν θέμις.,False,215.5,0.004042021930217743,False
tlg0085.tlg005,63,"εὖ γὰρ εἴη. """,False,217.0,0.0005283956998027861,False
tlg0085.tlg005,64,"ἐπεὶ δ’ ἀνάγκας ἔδυ λέπαδνον φρενὸς πνέων δυσσεβῆ τροπαίαν ἄναγνον ἀνίερον, τόθεν τὸ παντότολμον φρονεῖν μετέγνω.",False,219.5,0.8416813015937805,True
tlg0085.tlg005,65,βροτοὺς θρασύνει γὰρ αἰσχρόμητις τάλαινα παρακοπὰ πρωτοπήμων.,False,222.5,0.0109031293541193,False
tlg0085.tlg005,66,"ἔτλα δ’ οὖν θυτὴρ γενέσθαι θυγατρός, γυναικοποίνων πολέμων ἀρωγὰν καὶ προτέλεια ναῶν.",False,225.0,0.3331862688064575,False
tlg0085.tlg005,67,λιτὰς δὲ καὶ κληδόνας πατρῴους παρ’ οὐδὲν αἰῶ τε παρθένειον ἔθεντο φιλόμαχοι βραβῆς.,False,229.0,0.969354510307312,True
tlg0085.tlg005,68,"φράσεν δ’ ἀόζοις πατὴρ μετ’ εὐχὰν δίκαν χιμαίρας ὕπερθε βωμοῦ πέπλοισι περιπετῆ παντὶ θυμῷ προνωπῆ λαβεῖν ἀέρδην, στόματός τε καλλιπρῴρου φυλακᾷ κατασχεῖν φθόγγον ἀραῖον οἴκοις,",False,234.0,0.9936034083366394,True
tlg0085.tlg005,69,βίᾳ χαλινῶν τ’ ἀναύδῳ μένει.,False,238.0,0.009192230179905891,False
tlg0085.tlg005,70,"κρόκου βαφὰς δ’ ἐς πέδον χέουσα ἔβαλλ’ ἕκαστον θυτήρων ἀπ’ ὄμματος βέλει φιλοίκτῳ, πρέπουσά θ’ ὡς ἐν γραφαῖς, προσεννέπειν θέλουσ’, ἐπεὶ πολλάκις πατρὸς κατ’ ἀνδρῶνας εὐτραπέζους ἔμελψεν, ἁγνᾷ δ’ ἀταύρωτος αὐδᾷ πατρὸς φίλου τριτόσπονδον εὔποτμον παιῶνα φίλως ἐτίμα -",False,243.0,0.9455781579017639,True
tlg0085.tlg005,71,τὰ δ’ ἔνθεν οὔτ’ εἶδον οὔτ’ ἐννέπω·,False,248.0,0.0012977593578398228,False
tlg0085.tlg005,72,τέχναι δὲ Κάλχαντος οὐκ ἄκραντοι.,False,249.0,0.9465635418891907,True
tlg0085.tlg005,73,Δίκα δὲ τοῖς μὲν παθοῦσιν μαθεῖν ἐπιρρέπει·,False,250.5,0.02417607232928276,False
tlg0085.tlg005,74,"τὸ μέλλον δ’, ἐπεὶ γένοιτ’, ἂν κλύοις·",False,252.0,0.0004104585968889296,False
tlg0085.tlg005,75,πρὸ χαιρέτω·,False,252.0,0.00043037114664912224,False
tlg0085.tlg005,76,ἴσον δὲ τῷ προστένειν.,False,253.0,0.8154667615890503,True
tlg0085.tlg005,77,τορὸν γὰρ ἥξει σύνορθρον αὐγαῖς.,False,254.0,0.021998940035700798,False
tlg0085.tlg005,78,"πέλοιτο δ’ οὖν τἀπὶ τούτοισιν εὖ πρᾶξις, ὡς θέλει τόδ’ ἄγχιστον Ἀπίας γαίας μονόφρουρον ἕρκος.",False,256.0,0.0004285561153665185,False
tlg0085.tlg005,79,"ἥκω σεβίζων σόν, Κλυταιμήστρα, κράτος·",False,258.0,0.00043279497185721993,False
tlg0085.tlg005,80,δίκη γάρ ἐστι φωτὸς ἀρχηγοῦ τίειν γυναῖκ’ ἐρημωθέντος ἄρσενος θρόνου.,False,259.5,0.004387515597045422,False
tlg0085.tlg005,81,"σὺ δ’ εἴ τι κεδνὸν εἴτε μὴ πεπυσμένη εὐαγγέλοισιν ἐλπίσιν θυηπολεῖς, κλύοιμ’ ἂν εὔφρων·",False,262.0,0.00046097897575236857,False
tlg0085.tlg005,82,οὐδὲ σιγώσῃ φθόνος.,False,263.0,0.0004751899978145957,False
tlg0085.tlg005,83,"εὐάγγελος μέν, ὥσπερ ἡ παροιμία, ἕως γένοιτο μητρὸς εὐφρόνης πάρα.",False,264.5,0.000686399289406836,False
tlg0085.tlg005,84,πεύσῃ δὲ χάρμα μεῖζον ἐλπίδος κλύειν·,False,266.0,0.00042315799510106444,False
tlg0085.tlg005,85,Πριάμου γὰρ ᾑρήκασιν Ἀργεῖοι πόλιν.,False,267.0,0.007597771007567644,False
tlg0085.tlg005,86,πῶς φής;,False,268.0,0.000481725437566638,False
tlg0085.tlg005,87,πέφευγε τοὔπος ἐξ ἀπιστίας.,False,268.0,0.001859650481492281,False
tlg0085.tlg005,88,Τροίαν Ἀχαιῶν οὖσαν·,False,269.0,0.6487569808959961,True
tlg0085.tlg005,89,ἦ τορῶς λέγω;,False,269.0,0.0004974507028236985,False
tlg0085.tlg005,90,χαρά μ’ ὑφέρπει δάκρυον ἐκκαλουμένη.,False,270.0,0.00043048171210102737,False
tlg0085.tlg005,91,εὖ γὰρ φρονοῦντος ὄμμα σοῦ κατηγορεῖ.,False,271.0,0.0013730450300499797,False
tlg0085.tlg005,92,τί γὰρ τὸ πιστόν;,False,272.0,0.0015133582055568695,False
tlg0085.tlg005,93,ἔστι τῶνδέ σοι τέκμαρ;,False,272.0,0.00045124112511985004,False
tlg0085.tlg005,94,ἔστιν·,False,273.0,0.0004338638100307435,False
tlg0085.tlg005,95,τί δ’ οὐχί;,False,273.0,0.0005502091953530908,False
tlg0085.tlg005,96,μὴ δολώσαντος θεοῦ.,False,273.0,0.008516994304955006,False
tlg0085.tlg005,97,πότερα δ’ ὀνείρων φάσματ’ εὐπιθῆ σέβεις;,False,274.0,0.0007846778607927263,False
tlg0085.tlg005,98,οὐ δόξαν ἂν λάβοιμι βριζούσης φρενός.,False,275.0,0.00040618781349621713,False
tlg0085.tlg005,99,ἀλλ’ ἦ σ’ ἐπίανέν τις ἄπτερος φάτις;,False,276.0,0.0005944699514657259,False
tlg0085.tlg005,100,παιδὸς νέας ὣς κάρτ’ ἐμωμήσω φρένας.,False,277.0,0.000405185972340405,False
tlg0085.tlg005,101,ποίου χρόνου δὲ καὶ πεπόρθηται πόλις;,False,278.0,0.0005044930730946362,False
tlg0085.tlg005,102,τῆς νῦν τεκούσης φῶς τόδ’ εὐφρόνης λέγω.,False,279.0,0.000492328661493957,False
tlg0085.tlg005,103,καὶ τίς τόδ’ ἐξίκοιτ’ ἂν ἀγγέλων τάχος;,False,280.0,0.0004900027997791767,False
tlg0085.tlg005,104,Ἥφαιστος Ἴδης λαμπρὸν ἐκπέμπων σέλας.,False,281.0,0.015390625223517418,False
tlg0085.tlg005,105,φρυκτὸς δὲ φρυκτὸν δεῦρ’ ἀπ’ ἀγγάρου πυρὸς ἔπεμπεν·,False,282.5,0.0004494869790505618,False
tlg0085.tlg005,106,Ἴδη μὲν πρὸς Ἑρμαῖον λέπας Λήμνου·,False,283.5,0.9937764406204224,True
tlg0085.tlg005,107,μέγαν δὲ πανὸν ἐκ νήσου τρίτον Ἀθῷον αἶπος Ζηνὸς ἐξεδέξατο.,False,284.5,0.7768264412879944,True
tlg0085.tlg005,108,"ὑπερτελής τε, πόντον ὥστε νωτίσαι, ἰσχὺς πορευτοῦ λαμπάδος πρὸς ἡδονὴν [...]",False,286.5,0.0006020963191986084,False
tlg0085.tlg005,109,"[...] πεύκη τὸ χρυσοφεγγές, ὥς τις ἥλιος, σέλας παραγγείλασα Μακίστου σκοπαῖς·",False,288.5,0.8522807359695435,True
tlg0085.tlg005,110,ὁ δ’ οὔτι μέλλων οὐδ’ ἀφρασμόνως ὕπνῳ νικώμενος παρῆκεν ἀγγέλου μέρος·,False,290.5,0.9575937986373901,True
tlg0085.tlg005,111,ἑκὰς δὲ φρυκτοῦ φῶς ἐπ’ Εὐρίπου ῥοὰς Μεσσαπίου φύλαξι σημαίνει μολόν.,False,292.5,0.8495008945465088,True
tlg0085.tlg005,112,οἱ δ’ ἀντέλαμψαν καὶ παρήγγειλαν πρόσω γραίας ἐρείκης θωμὸν ἅψαντες πυρί.,False,294.5,0.9742003083229065,True
tlg0085.tlg005,113,"σθένουσα λαμπὰς δ’ οὐδέπω μαυρουμένη, ὑπερθοροῦσα πεδίον Ἀσωποῦ, δίκην φαιδρᾶς σελήνης, πρὸς Κιθαιρῶνος λέπας ἤγειρεν ἄλλην ἐκδοχὴν πομποῦ πυρός.",False,297.5,0.977905809879303,True
tlg0085.tlg005,114,φάος δὲ τηλέπομπον οὐκ ἠναίνετο φρουρὰ πλέον καίουσα τῶν εἰρημένων·,False,300.5,0.9720783829689026,True
tlg0085.tlg005,115,λίμνην δ’ ὑπὲρ Γοργῶπιν ἔσκηψεν φάος·,False,302.0,0.9591131806373596,True
tlg0085.tlg005,116,ὄρος τ’ ἐπ’ Αἰγίπλαγκτον ἐξικνούμενον ὤτρυνε θεσμὸν μὴ χρονίζεσθαι πυρός.,False,303.5,0.9607957601547241,True
tlg0085.tlg005,117,"πέμπουσι δ’ ἀνδαίοντες ἀφθόνῳ μένει φλογὸς μέγαν πώγωνα, καὶ Σαρωνικοῦ πορθμοῦ κάτοπτον πρῶν’ ὑπερβάλλειν πρόσω φλέγουσαν·",False,306.5,0.05135154351592064,False
tlg0085.tlg005,118,"ἔστ’ ἔσκηψεν εὖτ’ ἀφίκετο Ἀραχναῖον αἶπος, ἀστυγείτονας σκοπάς·",False,308.5,0.7706134915351868,True
tlg0085.tlg005,119,κἄπειτ’ Ἀτρειδῶν ἐς τόδε σκήπτει στέγος φάος τόδ’ οὐκ ἄπαππον Ἰδαίου πυρός.,False,310.5,0.0004102561215404421,False
tlg0085.tlg005,120,"τοιοίδε τοί μοι λαμπαδηφόρων νόμοι, ἄλλος παρ’ ἄλλου διαδοχαῖς πληρούμενοι·",False,312.5,0.0005494722863659263,False
tlg0085.tlg005,121,νικᾷ δ’ ὁ πρῶτος καὶ τελευταῖος δραμών.,False,314.0,0.9965041875839233,True
tlg0085.tlg005,122,τέκμαρ τοιοῦτον σύμβολόν τέ σοι λέγω ἀνδρὸς παραγγείλαντος ἐκ Τροίας ἐμοί.,False,315.5,0.000411228189477697,False
tlg0085.tlg005,123,"θεοῖς μὲν αὖθις, ὦ γύναι, προσεύξομαι.",False,317.0,0.0004553414764814079,False
tlg0085.tlg005,124,λόγους δ’ ἀκοῦσαι τούσδε κἀποθαυμάσαι διηνεκῶς θέλοιμ’ ἂν ὡς λέγοις πάλιν.,False,318.5,0.00048564065946266055,False
tlg0085.tlg005,125,Τροίαν Ἀχαιοὶ τῇδ’ ἔχουσ’ ἐν ἡμέρᾳ.,False,320.0,0.00040436736890114844,False
tlg0085.tlg005,126,οἶμαι βοὴν ἄμεικτον ἐν πόλει πρέπειν.,False,321.0,0.00040599427302367985,False
tlg0085.tlg005,127,"ὄξος τ’ ἄλειφά τ’ ἐγχέας ταὐτῷ κύτει διχοστατοῦντ’ ἄν, οὐ φίλω, προσεννέποις.",False,322.5,0.9905863404273987,True
tlg0085.tlg005,128,καὶ τῶν ἁλόντων καὶ κρατησάντων δίχα φθογγὰς ἀκούειν ἔστι συμφορᾶς διπλῆς.,False,324.5,0.0025174696929752827,False
tlg0085.tlg005,129,οἱ μὲν γὰρ ἀμφὶ σώμασιν πεπτωκότες ἀνδρῶν κασιγνήτων τε καὶ φυταλμίων παῖδες γερόντων οὐκέτ’ ἐξ ἐλευθέρου δέρης ἀποιμώζουσι φιλτάτων μόρον·,False,327.5,0.013216002844274044,False
tlg0085.tlg005,130,"τοὺς δ’ αὖτε νυκτίπλαγκτος ἐκ μάχης πόνος νήστεις πρὸς ἀρίστοισιν ὧν ἔχει πόλις τάσσει, πρὸς οὐδὲν ἐν μέρει τεκμήριον, ἀλλ’ ὡς ἕκαστος ἔσπασεν τύχης πάλον.",False,331.5,0.17470818758010864,False
tlg0085.tlg005,131,"ἐν δ’ αἰχμαλώτοις Τρωικοῖς οἰκήμασιν ναίουσιν ἤδη, τῶν ὑπαιθρίων πάγων δρόσων τ’ ἀπαλλαγέντες, ὡς δ’ εὐδαίμονες ἀφύλακτον εὑδήσουσι πᾶσαν εὐφρόνην.",False,335.5,0.1464175581932068,False
tlg0085.tlg005,132,"εἰ δ’ εὖ σέβουσι τοὺς πολισσούχους θεοὺς τοὺς τῆς ἁλούσης γῆς θεῶν θ’ ἱδρύματα, οὔ τἂν ἑλόντες αὖθις ἀνθαλοῖεν ἄν.",False,339.0,0.0024618003517389297,False
tlg0085.tlg005,133,"ἔρως δὲ μή τις πρότερον ἐμπίπτῃ στρατῷ πορθεῖν ἃ μὴ χρή, κέρδεσιν νικωμένους.",False,341.5,0.00354197109118104,False
tlg0085.tlg005,134,δεῖ γὰρ πρὸς οἴκους νοστίμου σωτηρίας κάμψαι διαύλου θάτερον κῶλον πάλιν·,False,343.5,0.004339154344052076,False
